Totals & Averages,INVOICEID,IINVOICENUM,TENANTID,DINVOICED,DDUE,DPAIDTHRU,DDELETED,INVOICEDETAILID,LEDGERID,CHARGEID,PAYMENTID
,60487,37,1554,2010-04-17 09:46:57.937000,2010-04-16 23:59:59,,,146810,1763,28956,534485
,60491,41,1560,2010-04-17 09:50:31.877000,2010-04-09 23:59:59,,,146814,1769,28962,534489
,60594,50,1525,2010-04-19 12:00:16.750000,2010-04-18 23:59:59,,,146993,1781,28974,534983
,53669,11,1303,2010-04-08 14:04:15.020000,2010-04-21 23:59:59,,,127239,1506,29002,540089
,53659,1,1322,2010-04-08 14:03:37.193000,2010-04-20 23:59:59,,,127226,1525,29021,419844
,53666,8,1329,2010-04-08 14:04:02.710000,2010-04-21 23:59:59,,,127235,1532,29028,535594
,53881,23,1333,2010-04-13 08:53:28.397000,2010-04-13 23:59:59,,,127543,1536,29032,420754
,53828,21,1340,2010-04-12 09:09:48.413000,2010-04-12 23:59:59,,,127440,1543,29039,420265
,60591,47,1341,2010-04-19 11:59:10.703000,2010-04-18 23:59:59,,,146990,1544,29040,534980
,60592,48,1344,2010-04-19 11:59:32.797000,2010-04-19 23:59:59,,,146991,1547,29043,534981
,60490,40,1357,2010-04-17 09:49:49.657000,2010-04-14 23:59:59,,,146813,1560,29056,534488
,53829,22,1360,2010-04-12 09:11:16.787000,2010-04-12 23:59:59,,,127441,1563,29059,420268
,60590,46,1363,2010-04-19 11:58:49.827000,2010-04-19 23:59:59,,,146989,1566,29062,534979
,60488,38,1365,2010-04-17 09:48:16.233000,2010-04-13 23:59:59,,,146811,1568,29064,534486
,53671,13,1376,2010-04-08 14:05:57.397000,2010-04-04 23:59:59,,,127242,1579,29075,419211
,60850,64,1377,2010-04-24 10:32:55.437000,2010-04-24 23:59:59,,,147351,1580,29076,536637
,53660,2,1378,2010-04-08 14:03:41.490000,2010-04-12 23:59:59,,,127227,1581,29077,420279
,62063,108,1379,2010-05-08 08:54:36.653000,2010-05-23 23:59:59,,,148927,1582,29078,546724
,53902,27,1386,2010-04-14 08:44:34.673000,2010-04-14 23:59:59,,,127573,1590,29086,421042
,61902,91,1388,2010-05-04 11:30:47.997000,2010-05-04 23:59:59,,,148709,1592,29088,541000
,53901,26,1391,2010-04-14 08:44:09.250000,2010-04-14 23:59:59,,,127572,1595,29091,421041
,60851,65,1310,2010-04-24 10:33:51.343000,2010-04-24 23:59:59,,,147352,1602,29098,536638
,60489,39,1310,2010-04-17 09:49:10.233000,2010-04-17 23:59:59,,,146812,1806,29100,534487
,60588,44,1440,2010-04-19 11:57:58.453000,2010-04-18 23:59:59,,,146987,1818,29112,534977
,60589,45,1292,2010-04-19 11:58:27.627000,2010-04-19 23:59:59,,,146988,1820,29114,534978
,53900,25,1495,2010-04-14 08:40:45.703000,2010-04-29 23:59:59,,,127571,8222,130416,539219
,53670,12,1299,2010-04-08 14:04:19.520000,2010-04-01 00:00:00,,,127240,1502,403069,537520
,60436,33,1299,2010-04-16 14:37:51.923000,2010-05-01 00:00:00,,,146746,1502,403069,537520
,53663,5,1403,2010-04-08 14:03:51.927000,2010-04-01 00:00:00,,,127230,1604,403071,582455
,60432,29,1403,2010-04-16 14:37:27.860000,2010-05-01 00:00:00,,,146738,1604,403071,582455
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149394,1604,403071,582455
,53664,6,1403,2010-04-08 14:03:55.567000,2010-04-01 00:00:00,,,127232,1608,403072,582456
,60433,30,1403,2010-04-16 14:37:31.140000,2010-05-01 00:00:00,,,146741,1608,403072,582456
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149400,1608,403072,582456
,53667,9,1486,2010-04-08 14:04:07.460000,2010-04-27 23:59:59,,,127237,1692,404917,534609
,53826,19,1486,2010-04-12 09:06:54.350000,2010-04-27 23:59:59,,,127437,1692,404917,534609
,53825,18,1337,2010-04-12 09:06:51.427000,2010-04-26 23:59:59,,,127435,1540,416471,417931
,53825,18,1337,2010-04-12 09:06:51.427000,2010-04-26 23:59:59,,,127435,1540,416471,544176
,60596,52,1561,2010-04-19 12:00:57.437000,2010-04-06 23:59:59,,,146995,1770,416608,534896
,60596,52,1561,2010-04-19 12:00:57.437000,2010-04-06 23:59:59,,,146995,1770,416608,534987
,53670,12,1299,2010-04-08 14:04:19.520000,2010-04-01 00:00:00,,,127241,1502,417050,537521
,60436,33,1299,2010-04-16 14:37:51.923000,2010-05-01 00:00:00,,,146747,1502,417050,537521
,53663,5,1403,2010-04-08 14:03:51.927000,2010-04-01 00:00:00,,,127231,1604,417052,582457
,60432,29,1403,2010-04-16 14:37:27.860000,2010-05-01 00:00:00,,,146739,1604,417052,582457
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149395,1604,417052,582457
,53664,6,1403,2010-04-08 14:03:55.567000,2010-04-01 00:00:00,,,127233,1608,417053,582458
,60433,30,1403,2010-04-16 14:37:31.140000,2010-05-01 00:00:00,,,146742,1608,417053,582458
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149401,1608,417053,582458
,60726,58,1448,2010-04-21 09:56:27.397000,2010-04-08 23:59:59,,,147202,1654,417228,535592
,60596,52,1561,2010-04-19 12:00:57.437000,2010-04-06 23:59:59,,,146996,1770,419097,534988
,53824,17,1590,2010-04-12 09:06:46.427000,2010-04-27 23:59:59,,,127434,1801,419178,536957
,53826,19,1486,2010-04-12 09:06:54.350000,2010-04-27 23:59:59,,,127438,1692,419179,541829
,61182,69,1378,2010-04-27 09:13:02.017000,2010-05-12 23:59:59,,,147845,1581,419239,420280
,61182,69,1378,2010-04-27 09:13:02.017000,2010-05-12 23:59:59,,,147845,1581,419239,543656
,53882,24,1511,2010-04-13 08:57:35.067000,2010-04-28 23:59:59,,,127544,1717,419876,536668
,60726,58,1448,2010-04-21 09:56:27.397000,2010-04-08 23:59:59,,,147203,1654,419996,535593
,60491,41,1560,2010-04-17 09:50:31.877000,2010-04-09 23:59:59,,,146815,1769,533764,534490
,60431,28,1593,2010-04-16 14:37:23.077000,2010-05-01 00:00:00,,,146737,1804,535637,544222
,60432,29,1403,2010-04-16 14:37:27.860000,2010-05-01 00:00:00,,,146740,1604,535638,582461
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149396,1604,535638,582461
,60433,30,1403,2010-04-16 14:37:31.140000,2010-05-01 00:00:00,,,146743,1608,535639,582462
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149402,1608,535639,582462
,60434,31,1400,2010-04-16 14:37:45.627000,2010-05-01 00:00:00,,,146744,1605,535640,539123
,60435,32,1375,2010-04-16 14:37:48.813000,2010-05-01 00:00:00,,,146745,1578,535641,539231
,60436,33,1299,2010-04-16 14:37:51.923000,2010-05-01 00:00:00,,,146748,1502,535642,537522
,60480,36,1358,2010-04-17 09:00:01.157000,2010-05-02 23:59:59,,,146803,1561,535786,538734
,60568,42,1467,2010-04-19 09:18:59.233000,2010-05-03 23:59:59,,,146957,1673,536154,540039
,60668,53,1392,2010-04-20 09:07:53.203000,2010-05-05 23:59:59,,,147125,1596,536521,541559
,60722,54,1325,2010-04-21 09:54:23.287000,2010-05-06 23:59:59,,,147198,1528,536854,540909
,60723,55,1598,2010-04-21 09:54:28.927000,2010-05-06 23:59:59,,,147199,1810,536855,542179
,60725,57,7681,2010-04-21 09:54:37.083000,2010-05-06 23:59:59,,,147201,1749,536856,548995
,62949,152,7681,2010-05-22 09:35:41.883000,2010-06-06 23:59:59,,,151132,1749,536856,548995
,60763,59,1604,2010-04-22 08:10:59.973000,2010-05-07 23:59:59,,,147244,1816,537042,538439
,60764,60,1605,2010-04-22 08:11:04.147000,2010-05-07 23:59:59,,,147245,1817,537043,542725
,60813,61,1295,2010-04-23 08:26:49.733000,2010-05-08 23:59:59,,,147303,1825,537242,542931
,60848,62,19424,2010-04-24 10:31:14.280000,2010-05-09 23:59:59,,,147349,22314,537551,543655
,60917,68,1543,2010-04-26 08:51:46.250000,2010-04-25 23:59:59,,,147456,1751,537696,536952
,60909,66,1405,2010-04-26 08:50:23.877000,2010-05-10 23:59:59,,,147442,1610,537892,542427
,60910,67,1602,2010-04-26 08:50:28.720000,2010-05-10 23:59:59,,,147443,1814,537893,540681
,61185,72,1418,2010-04-27 09:27:44.563000,2010-04-27 23:59:59,,,147848,1624,538421,537303
,61184,71,1431,2010-04-27 09:26:24.423000,2010-04-27 23:59:59,,,147847,1637,538423,537302
,61183,70,1436,2010-04-27 09:13:15.657000,2010-05-12 23:59:59,,,147846,1642,538510,544731
,61215,75,1310,2010-04-28 08:11:12.943000,2010-04-28 23:59:59,,,147886,1513,538727,537714
,61218,78,1342,2010-04-28 08:12:29.317000,2010-04-28 23:59:59,,,147889,1545,538728,537717
,61213,73,1394,2010-04-28 08:10:24.740000,2010-04-28 23:59:59,,,147884,1598,538729,537712
,61214,74,1469,2010-04-28 08:10:52.567000,2010-04-28 23:59:59,,,147885,1675,538731,537713
,61217,77,1497,2010-04-28 08:12:01.863000,2010-04-28 23:59:59,,,147888,1703,538733,537716
,61216,76,1525,2010-04-28 08:11:36.380000,2010-04-28 23:59:59,,,147887,1732,538735,537715
,63018,157,1596,2010-05-24 08:24:20.180000,2010-05-23 23:59:59,,,151237,1808,538874,537744
,63018,157,1596,2010-05-24 08:24:20.180000,2010-05-23 23:59:59,,,151237,1808,538874,547923
,61352,84,1309,2010-05-01 08:18:44.827000,2010-05-01 00:00:00,,,148076,1512,539918,539124
,61349,81,1330,2010-05-01 08:16:28.703000,2010-05-01 00:00:00,,,148073,1533,539919,539120
,61351,83,1339,2010-05-01 08:17:24.250000,2010-05-01 00:00:00,,,148075,1542,539920,539122
,61353,85,1371,2010-05-01 08:19:10.970000,2010-05-01 00:00:00,,,148077,1574,539925,539125
,61348,80,1508,2010-05-01 08:16:04.470000,2010-05-01 00:00:00,,,148072,1714,539936,539119
,61350,82,1605,2010-05-01 08:16:55.280000,2010-05-01 00:00:00,,,148074,1822,539945,539121
,61647,90,1319,2010-05-03 10:01:59.640000,2010-05-02 23:59:59,,,148437,1522,542203,540057
,61643,86,1529,2010-05-03 09:29:47.970000,2010-05-02 23:59:59,,,148433,1736,542206,540024
,61645,88,1390,2010-05-03 09:39:20.593000,2010-05-03 23:59:59,,,148435,1594,542422,540041
,61644,87,1595,2010-05-03 09:38:54.220000,2010-05-03 23:59:59,,,148434,1807,542427,540040
,61646,89,1601,2010-05-03 10:01:11.483000,2010-05-03 23:59:59,,,148436,1813,542428,540052
,61905,94,1380,2010-05-04 11:32:01.497000,2010-05-04 23:59:59,,,148712,1583,542815,541003
,61906,95,1472,2010-05-04 11:32:26.200000,2010-05-04 23:59:59,,,148713,1678,542817,541006
,61904,93,1557,2010-05-04 11:31:37.450000,2010-05-04 23:59:59,,,148711,1766,542819,541002
,61903,92,1567,2010-05-04 11:31:09.480000,2010-05-04 23:59:59,,,148710,1776,542820,541001
,61922,96,1340,2010-05-05 08:18:22.653000,2010-05-05 23:59:59,,,148730,1757,543504,541558
,61972,102,1356,2010-05-06 09:27:32.980000,2010-05-06 23:59:59,,,148800,1559,544839,542178
,61967,97,1329,2010-05-06 09:17:07.323000,2010-05-21 23:59:59,,,148795,1532,545177,547339
,61968,98,1303,2010-05-06 09:17:12.387000,2010-05-21 23:59:59,,,148796,1506,545178,547547
,61969,99,7681,2010-05-06 09:17:21.763000,2010-05-21 23:59:59,,,148797,8211,545179,548997
,61970,100,1322,2010-05-06 09:26:21.730000,2010-05-20 23:59:59,,,148798,1525,545180,582976
,61971,101,1468,2010-05-06 09:26:25.590000,2010-05-20 23:59:59,,,148799,1674,545181,546872
,62034,104,1404,2010-05-07 09:20:03.543000,2010-05-07 23:59:59,,,148879,1609,545368,542726
,62241,119,1539,2010-05-12 14:27:04.220000,2010-05-07 23:59:59,,,149160,1746,545370,544569
,62035,105,1310,2010-05-07 09:20:39.090000,2010-05-07 23:59:59,,,148880,1789,545371,542727
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149397,1604,545379,582463
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149403,1608,545380,582464
,62033,103,1441,2010-05-07 09:05:17.310000,2010-05-22 23:59:59,,,148878,1647,545490,547686
,62061,106,1448,2010-05-08 08:50:04.620000,2010-05-08 23:59:59,,,148925,1654,545649,543153
,62062,107,1605,2010-05-08 08:53:06.340000,2010-05-08 23:59:59,,,148926,1823,545650,543154
,62584,137,1440,2010-05-18 08:19:10.773000,2010-05-18 23:59:59,,,149905,1818,545801,543251
,62584,137,1440,2010-05-18 08:19:10.773000,2010-05-18 23:59:59,,,149905,1818,545801,546255
,62139,110,1460,2010-05-10 09:26:53.577000,2010-05-09 23:59:59,,,149031,1666,545905,543643
,62138,109,1408,2010-05-10 09:25:13.250000,2010-05-10 23:59:59,,,149030,1613,546068,543641
,62140,111,1455,2010-05-10 09:27:50.797000,2010-05-10 23:59:59,,,149032,1661,546070,543644
,62193,113,1457,2010-05-11 12:40:43.877000,2010-05-11 23:59:59,,,149109,1663,546375,544189
,62192,112,1337,2010-05-11 12:40:13.343000,2010-05-26 23:59:59,,,149108,1540,546716,544178
,62192,112,1337,2010-05-11 12:40:13.343000,2010-05-26 23:59:59,,,149108,1540,546716,585171
,62208,114,1340,2010-05-12 08:11:55.140000,2010-05-12 23:59:59,,,149126,1543,546877,544421
,62210,116,1360,2010-05-12 08:13:04.687000,2010-05-12 23:59:59,,,149128,1563,546878,544423
,62209,115,19464,2010-05-12 08:12:36.093000,2010-05-12 23:59:59,,,149127,22398,546880,544422
,62948,151,1417,2010-05-22 09:35:38.163000,2010-06-06 23:59:59,,,151129,1623,546882,548776
,62949,152,7681,2010-05-22 09:35:41.883000,2010-06-06 23:59:59,,,151133,1749,546884,548996
,62211,117,1590,2010-05-12 08:17:55.173000,2010-05-27 23:59:59,,,149129,1801,546981,584565
,62212,118,1486,2010-05-12 08:17:58.767000,2010-05-27 23:59:59,,,149130,1692,546982,546757
,62247,121,1333,2010-05-13 08:31:08.517000,2010-05-13 23:59:59,,,149169,1536,547153,544727
,62248,122,1365,2010-05-13 08:31:32.327000,2010-05-13 23:59:59,,,149170,1568,547154,544728
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149398,1604,547185,582459
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149404,1608,547186,582460
,62246,120,1511,2010-05-13 08:30:38.407000,2010-05-28 23:59:59,,,149168,1717,547297,547707
,62319,126,1357,2010-05-14 14:43:34.767000,2010-05-14 23:59:59,,,149264,1560,547459,545261
,62312,124,1386,2010-05-14 14:18:28.907000,2010-05-14 23:59:59,,,149257,1590,547460,545242
,62318,125,1391,2010-05-14 14:37:11.780000,2010-05-14 23:59:59,,,149263,1595,547461,545260
,62311,123,1495,2010-05-14 14:17:55.733000,2010-05-29 23:59:59,,,149256,8222,547639,581297
,62727,147,1482,2010-05-20 08:33:03.587000,2010-05-15 23:59:59,,,150103,1688,547731,546873
,62411,133,1554,2010-05-17 08:25:14.173000,2010-05-16 23:59:59,,,149412,1763,548007,545862
,62412,134,1310,2010-05-17 08:35:01.983000,2010-05-17 23:59:59,,,149413,1806,548226,545868
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149399,1604,548231,582465
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149405,1608,548232,582466
,62405,127,1593,2010-05-17 08:24:04.250000,2010-06-01 00:00:00,,,149393,1804,548342,581291
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149406,1604,548343,582467
,62406,128,1403,2010-05-17 08:24:08.923000,2010-06-01 00:00:00,,,149407,1608,548344,582468
,62407,129,1400,2010-05-17 08:24:13.140000,2010-06-01 00:00:00,,,149408,1605,548345,581319
,62408,130,1375,2010-05-17 08:24:16.110000,2010-06-01 00:00:00,,,149409,1578,548346,582766
,62409,131,1299,2010-05-17 08:24:19.953000,2010-06-01 00:00:00,,,149410,1502,548347,547717
,62410,132,1433,2010-05-17 08:24:23.047000,2010-06-01 00:00:00,,,149411,1639,548348,546904
,62585,138,1341,2010-05-18 08:19:46.680000,2010-05-18 23:59:59,,,149906,1544,548772,546256
,62586,139,1525,2010-05-18 08:20:06.180000,2010-05-18 23:59:59,,,149907,1781,548775,546257
,62582,135,1449,2010-05-18 08:18:47.163000,2010-06-02 23:59:59,,,149903,1655,548909,548683
,62583,136,1358,2010-05-18 08:18:52.790000,2010-06-02 23:59:59,,,149904,1561,548910,581236
,62688,144,1344,2010-05-19 09:43:41.227000,2010-05-19 23:59:59,,,150052,1547,549084,546626
,62687,143,1363,2010-05-19 09:42:54.490000,2010-05-19 23:59:59,,,150051,1566,549085,546625
,62690,146,1505,2010-05-19 09:46:57.507000,2010-05-19 23:59:59,,,150054,1711,549089,546628
,62689,145,1537,2010-05-19 09:46:27.383000,2010-05-19 23:59:59,,,150053,1744,549090,546627
,62684,142,1292,2010-05-19 09:42:07.710000,2010-05-19 23:59:59,,,150048,1820,549092,546624
,62682,140,1467,2010-05-19 09:41:38.773000,2010-06-03 23:59:59,,,150046,1673,549199,582731
,62683,141,1501,2010-05-19 09:41:42.837000,2010-06-03 23:59:59,,,150047,1707,549200,581285
,69629,174,1518,2010-06-01 13:30:16.907000,2010-06-15 23:59:59,,,162226,1724,549724,582965
,62902,148,1392,2010-05-21 09:14:18.443000,2010-06-05 23:59:59,,,151066,1596,549922,583939
,62948,151,1417,2010-05-22 09:35:38.163000,2010-06-06 23:59:59,,,151130,1623,550107,548777
,62949,152,7681,2010-05-22 09:35:41.883000,2010-06-06 23:59:59,,,151134,1749,550108,548998
,62946,149,1325,2010-05-22 09:35:31.883000,2010-06-06 23:59:59,,,151126,1528,550213,585226
,62947,150,1598,2010-05-22 09:35:34.897000,2010-06-06 23:59:59,,,151127,1810,550214,584523
,62948,151,1417,2010-05-22 09:35:38.163000,2010-06-06 23:59:59,,,151131,1623,550215,548778
,62949,152,7681,2010-05-22 09:35:41.883000,2010-06-06 23:59:59,,,151135,1749,550216,583402
,63020,159,1310,2010-05-24 08:30:53.210000,2010-05-24 23:59:59,,,151239,1602,550494,547925
,63019,158,1421,2010-05-24 08:28:51.587000,2010-05-24 23:59:59,,,151238,1627,550495,547924
,63011,153,1295,2010-05-24 08:23:46.553000,2010-06-08 23:59:59,,,151229,1825,550635,585410
,63012,154,1605,2010-05-24 08:23:50.757000,2010-06-07 23:59:59,,,151230,1817,550636,584524
,63014,156,1604,2010-05-24 08:23:57.693000,2010-06-07 23:59:59,,,151232,1816,550638,583621
,63077,161,1543,2010-05-25 07:51:55.313000,2010-05-25 23:59:59,,,151327,1751,550862,548340
,81146,280,1478,2010-07-01 09:19:39.907000,2010-06-19 23:59:59,,,177432,1684,550865,613447
,63076,160,19424,2010-05-25 07:46:51.703000,2010-06-09 23:59:59,,,151326,22314,550964,584136
,63125,164,1305,2010-05-26 10:45:47.063000,2010-05-26 23:59:59,,,151409,1508,551119,548677
,63123,162,1405,2010-05-26 10:44:55.313000,2010-06-10 23:59:59,,,151407,1610,551258,583593
,63124,163,1602,2010-05-26 10:44:58.687000,2010-06-10 23:59:59,,,151408,1814,551259,581791
,63157,167,1418,2010-05-27 08:14:11.970000,2010-05-27 23:59:59,,,151466,1624,551459,548986
,63155,165,1431,2010-05-27 08:13:31.407000,2010-05-27 23:59:59,,,151464,1637,551460,548984
,63156,166,1555,2010-05-27 08:13:54.093000,2010-05-27 23:59:59,,,151465,1764,551463,548985
,63364,172,1310,2010-05-28 07:44:01.877000,2010-05-28 23:59:59,,,151800,1513,551942,549318
,63361,169,1342,2010-05-28 07:42:50.640000,2010-05-28 23:59:59,,,151797,1545,551943,549315
,63365,173,1469,2010-05-28 07:44:19.280000,2010-05-28 23:59:59,,,151801,1675,551945,549319
,63362,170,1497,2010-05-28 07:43:12.673000,2010-05-28 23:59:59,,,151798,1703,551946,549316
,63363,171,1525,2010-05-28 07:43:30.923000,2010-05-28 23:59:59,,,151799,1732,551948,549317
,63360,168,1436,2010-05-28 07:41:17.377000,2010-06-12 23:59:59,,,151796,1642,552086,587660
,69629,174,1518,2010-06-01 13:30:16.907000,2010-06-15 23:59:59,,,162227,1724,552882,582966
,69631,176,1309,2010-06-01 13:31:40.860000,2010-06-01 00:00:00,,,162230,1512,553164,581317
,69634,179,1330,2010-06-01 13:34:27.860000,2010-06-01 00:00:00,,,162233,1533,553166,581326
,69632,177,1339,2010-06-01 13:32:31.500000,2010-06-01 00:00:00,,,162231,1542,553167,581321
,69636,181,1345,2010-06-01 13:35:10.877000,2010-06-01 00:00:00,,,162235,1548,553168,581328
,69630,175,1371,2010-06-01 13:31:13.047000,2010-06-01 00:00:00,,,162229,1574,553172,581316
,69635,180,1508,2010-06-01 13:34:48.077000,2010-06-01 00:00:00,,,162234,1714,553183,581327
,69633,178,1605,2010-06-01 13:32:59.970000,2010-06-01 00:00:00,,,162232,1822,553192,581323
,70967,233,1358,2010-06-17 08:25:37.177000,2010-07-02 23:59:59,,,164156,1561,585474,581237
,70967,233,1358,2010-06-17 08:25:37.177000,2010-07-02 23:59:59,,,164156,1561,585474,615058
,69629,174,1518,2010-06-01 13:30:16.907000,2010-06-15 23:59:59,,,162228,1724,585489,582967
,70124,192,1319,2010-06-04 09:06:59.343000,2010-06-02 23:59:59,,,162801,1522,585616,583352
,69733,182,1529,2010-06-02 09:40:16.733000,2010-06-02 23:59:59,,,162341,1736,585618,581799
,70570,211,1590,2010-06-12 08:49:12.500000,2010-06-27 23:59:59,,,163416,1801,585624,615904
,70051,183,1315,2010-06-03 09:15:05.377000,2010-06-03 23:59:59,,,162717,1518,586027,582732
,70058,185,1390,2010-06-03 09:16:30.110000,2010-06-03 23:59:59,,,162724,1594,586028,582739
,70052,184,1595,2010-06-03 09:15:44.470000,2010-06-03 23:59:59,,,162718,1807,586033,582733
,70061,186,1601,2010-06-03 09:16:52.813000,2010-06-03 23:59:59,,,162727,1813,586034,582742
,80934,278,1518,2010-06-30 08:02:51.140000,2010-07-15 23:59:59,,,177148,1724,586261,582968
,80934,278,1518,2010-06-30 08:02:51.140000,2010-07-15 23:59:59,,,177148,1724,586261,620383
,70121,189,1376,2010-06-04 09:06:31.547000,2010-06-04 23:59:59,,,162798,1579,586438,583349
,70123,191,1380,2010-06-04 09:06:53.890000,2010-06-04 23:59:59,,,162800,1583,586439,583351
,70119,187,1388,2010-06-04 09:06:20.640000,2010-06-04 23:59:59,,,162796,1592,586440,583347
,70125,193,1472,2010-06-04 09:07:03.937000,2010-06-04 23:59:59,,,162802,1678,586442,583353
,70122,190,1557,2010-06-04 09:06:40.970000,2010-06-04 23:59:59,,,162799,1766,586444,583350
,70120,188,1567,2010-06-04 09:06:26.093000,2010-06-04 23:59:59,,,162797,1776,586445,583348
,81146,280,1478,2010-07-01 09:19:39.907000,2010-06-19 23:59:59,,,177433,1684,586454,613448
,70167,196,1340,2010-06-05 08:43:46.250000,2010-06-05 23:59:59,,,162851,1757,586829,583938
,70165,194,1322,2010-06-05 08:40:57.453000,2010-06-20 23:59:59,,,162849,1525,586976,586370
,70166,195,1468,2010-06-05 08:41:01.843000,2010-06-20 23:59:59,,,162850,1674,586977,590640
,70262,201,1356,2010-06-07 09:01:04.907000,2010-06-06 23:59:59,,,162995,1559,587175,584521
,70264,203,1404,2010-06-07 09:01:25.640000,2010-06-07 23:59:59,,,162997,1609,587535,584525
,70263,202,1539,2010-06-07 09:01:11.047000,2010-06-07 23:59:59,,,162996,1746,587537,584522
,70265,204,1310,2010-06-07 09:01:34.483000,2010-06-07 23:59:59,,,162998,1789,587539,584526
,70258,197,1441,2010-06-07 08:57:50.673000,2010-06-22 23:59:59,,,162991,1647,587727,591127
,70259,198,27285,2010-06-07 08:57:56.157000,2010-06-22 23:59:59,,,162992,31594,587728,619530
,81948,311,27285,2010-07-07 11:03:14.640000,2010-07-22 23:59:59,,,178433,31594,587728,619530
,70260,199,1329,2010-06-07 08:57:59.750000,2010-06-21 23:59:59,,,162993,1532,587729,590641
,70261,200,1303,2010-06-07 08:58:03.267000,2010-06-21 23:59:59,,,162994,1506,587730,591304
,71110,240,1440,2010-06-18 08:15:47.897000,2010-06-18 23:59:59,,,164452,1818,587883,584950
,71110,240,1440,2010-06-18 08:15:47.897000,2010-06-18 23:59:59,,,164452,1818,587883,589725
,70370,205,1448,2010-06-08 09:55:03.547000,2010-06-08 23:59:59,,,163129,1654,587976,585150
,70371,206,1605,2010-06-08 09:55:08.453000,2010-06-08 23:59:59,,,163130,1823,587978,585151
,70404,207,1460,2010-06-09 08:14:00.377000,2010-06-09 23:59:59,,,163166,1666,588314,585599
,70478,208,1408,2010-06-10 08:51:02.317000,2010-06-10 23:59:59,,,163281,1613,588768,586131
,70479,209,1455,2010-06-10 08:51:07.613000,2010-06-10 23:59:59,,,163282,1661,588770,586132
,70672,218,1340,2010-06-14 10:14:57.907000,2010-06-11 23:59:59,,,163551,8218,589123,587508
,70527,210,1337,2010-06-11 07:43:10.220000,2010-06-26 23:59:59,,,163347,1540,589445,620338
,82207,321,1337,2010-07-12 08:30:56.027000,2010-07-26 23:59:59,,,178785,1540,589445,620338
,70572,213,1340,2010-06-12 08:50:00.767000,2010-06-12 23:59:59,,,163419,1543,589734,587128
